rfid	mass
00077E8C4F	0.128319619
00077E8C7B	-0.547329567
00077E8C7C	0.744807324
00077E8C8B	-0.675560499
00077E8C8E	0.265692305
00077E8C9A	1.329529107
00077E8C12	-0.720989717
00077E8C19	-0.654289716
00077E8C23	0.695080347
00077E8C52	0.314562231
00077E8C61	0.281593104
00077E8C73	-0.74580981
00077E8C96	0.087751411
00077E8CA0	-0.374233022
00077E8CA9	1.220821886
00077E8CAF	3.423232219
00077E8CC1	-1.938198498
00077E8CC2	-1.733576814
00077E8CCB	2.257837795
00077E8CCC	-2.217207565
00077E8CCD	0.750321288
00077E8CD0	-0.297628926
00077E8CD1	1.337057308
00077E8CD3	1.5789981
00077E8CD8	-0.448095662
00077E8CE0	0.268800072
00077E8CE3	1.160935042
00077E8CE6	-0.620372938
00077E8CE7	-1.371730274
00077E8CE8	1.516742604
00077E8CE9	-1.798430308
00077E8CEB	-0.904523608
00077E8CF0	-0.949950132
00077E8CF1	0.106375589
00077E8CF5	0.172528429
00077E8CF6	0.271994126
00077E8CF8	1.957062369
00077E8CFA	-0.839648226
00077E8CFD	-0.701496533
00077E8D01	-1.681057004
00077E8D02	-0.391756559
00077E8D03	0.545541952
00077E8D06	-0.66966518
00077E8D07	0.86777083
00077E8D0C	-0.436083135
00077E8D2E	-0.689167571
00077E8D3B	-0.480925699
00077E8D3F	-0.496657365
00077E8D4A	-1.889781949
00077E8D4C	0.763901837
00077E8D4E	1.087022136
00077E8D5C	-1.495845668
00077E8D5F	0.784836384
00077E8D6B	-0.162809641
00077E8D6E	1.273837285
00077E8D6F	0.606872328
00077E8D8A	-0.329264935
00077E8D8B	0.444565331
00077E8D8C	0.084012261
00077E8D8D	-1.407822374
00077E8D9A	0.344667997
00077E8D9D	0.637259581
00077E8D9E	1.710072457
00077E8D10	0.003877838
00077E8D14	0.230674652
00077E8D19	-1.66157191
00077E8D36	0.429309479
00077E8D37	0.600310504
00077E8D40	-0.003410385
00077E8D44	0.679366074
00077E8D45	-0.661978099
00077E8D47	-0.333252768
00077E8D58	-0.467041346
00077E8D65	-0.744807324
00077E8D70	-1.296749346
00077E8D72	-0.172528429
00077E8D74	-0.724639502
00077E8D85	0.39553175
00077E8D86	0.708715203
00077E8D87	-0.062398235
00077E8D88	-1.567681653
00077E8D90	-0.824731913
00077E8D96	-0.307320401
00077E8D97	0.532242829
00077E8DA1	0.460132953
00077E8DA2	-1.415265995
00077E8DA6	-0.257642215
00077E8DAA	-1.352043543
00077E8DAB	-1.671220068
00077E8DB1	-2.318757971
00077E8DB6	-0.945125918
00077E8DB7	0.347937692
00077E8DBA	0.023874918
00077E8DBB	-0.63698646
00077E8DC0	0.923365371
00077E8DC2	-0.26923672
00077E8DC9	-0.918624373
00077E8DCB	0.559070127
00077E8DCD	-0.405800168
00077E8DCE	0.417531175
00077E8DD1	-0.294065984
00077E8DD2	0.313783465
00077E8DD5	0.687201998
00077E8DD7	1.646656292
00077E8DD8	-0.559070127
00077E8DDA	-0.218099631
00077E8DE2	1.723615781
00077E8DE3	-0.214923795
00077E8DE5	1.871597018
00077E8DE7	0.770146709
00077E8DEE	0.410236248
00077E8DEF	2.25499467
00077E8DF0	1.052221321
00077E8DFA	-0.718974879
00077E8DFD	-1.002270697
00077E8DFE	-0.924738321
00077E8DFF	-0.419211696
00077E8E03	-0.039272391
00077E8E04	-0.937930557
00077E8E05	0.308934954
00077E8E0C	0.524400513
00077E8E3A	1.400011412
00077E8E5F	0.202589647
00077E8E6C	0.262420145
00077E8E7A	-1.005671827
00077E8E7B	-0.486156182
00077E8E7D	1.356118634
00077E8E8A	0.393854968
00077E8E9B	0.701017524
00077E8E9E	-1.355922706
00077E8E12	-0.974462938
00077E8E18	-0.571810305
00077E8E21	1.318010897
00077E8E29	0.444668404
00077E8E30	-0.07474489
00077E8E31	1.267919407
00077E8E40	0.4979059
00077E8E41	-0.81473717
00077E8E43	-0.658727002
00077E8E46	0.083081006
00077E8E49	1.383662189
00077E8E69	-1.652704151
00077E8E80	-0.898897081
00077E8E82	0.479185132
00077E8E86	-1.640668069
00077E8E87	-0.996934985
00077E8E91	2.341952264
00077E8E92	0.377147011
00077E8E96	-0.154955454
00077E8EA4	-0.078412413
00077E8EA7	0.777723243
00077E8EA9	-1.541712124
00077E8EAC	0.154074467
00077E8EB3	0.981863548
00077E8EB9	-0.076288985
00077E8EBD	1.395794415
00077E8EC2	-0.482280244
00077E8EC4	-0.036190801
00077E8ECA	-0.813646195
00077E8ED1	-1.43593651
00077E8ED2	0.159666788
00077E8ED4	-0.825593624
00077E8ED6	-0.437829477
00077E8ED9	-0.173822514
00077E8EDB	1.420982723
00077E8EDD	-0.590173618
00077E8EE2	0.151816481
00077E8EE3	-1.551974535
00077E8EE7	0.174091425
00077E8EEB	-0.994407394
00077E8EED	-1.064560572
00077E8EF0	1.391727558
00077E8EF1	0
00077E8EF3	-0.614348366
00077E8EF4	2.077585805
00077E8EF5	0.319087893
00077E8EF6	0.608738144
00077E8EF9	0.290206301
00077E8EFC	0.639147053
00077E8EFD	-0.899863175
00077E8F01	-1.273837285
00077E8F03	-0.241757517
00077E8F06	-0.370932295
00077E8F08	-1.286114947
00077E8F09	-0.47223729
00077E8F0A	1.296144394
00077E8F1E	-1.475284565
00077E8F2D	-0.244552792
00077E8F2E	0.175654847
00077E8F3D	0.459914774
00077E8F4C	2.014704279
00077E8F4F	-2.18234394
00077E8F6A	0.178782982
00077E8F7A	-0.185044537
00077E8F8B	-0.033109554
00077E8F13	-0.334181538
00077E8F14	-0.21804304
00077E840E	0.85875411
00077E8F21	-0.576175868
00077E8F22	0.447967151
00077E8F29	1.10761711
00077E8F43	0.823414575
00077E8F49	0.710246935
00077E8F53	0.819949497
00077E8F60	0.116510257
00077E8F67	0.642928847
00077E8F68	-0.3515576
00077E8F69	-0.548026846
00077E8F77	-0.432699057
00077E8F89	0.71905206
00077E8F90	0.704762208
00077E8F97	-0.773563119
00077E8FA0	0.451374163
00077E8FA5	0.11961119
00077E8FA7	-0.794500399
00077E8FA8	0.237530967
00077E8FA9	1.379638362
00077E8FAA	0.056646575
00077E8FAC	-1.912732448
00077E8FAD	0.044349456
00077E8FB1	-0.169403697
00077E8FB6	0.340694827
00077E8FB9	-0.921327233
00077E8FC3	-1.279105376
00077E8FCA	-0.270845451
00077E8FCC	-0.59444981
00077E8FD2	-0.358822484
00077E8FD3	-1.231705892
00077E8FD9	-0.151816481
00077E8FDD	0.824412597
00077E8FDE	-1.051568551
00077E8FDF	-1.336726645
00077E8FE3	-0.47417636
00077E8FE4	0.807231415
00077E8FF2	0.226048928
00077E8FF8	-0.705578599
00077E8FFA	-0.788182984
00077E8FFC	1.017651639
00077E9A00	-0.262161053
00077E9A01	-1.465544166
00077E9A02	-2.56082945
00077E9A03	-1.318469773
00077E9A04	-1.510815828
00077E9A05	-1.420982723
00077E9A06	1.576698721
00077E9A07	-0.338139606
00077E9A08	-0.612924459
00077E9A09	0.202241766
00077E9A0A	-1.211075849
00077E9A0C	-0.923683538
00077E9A0E	0.214923795
00077E9A0F	-1.274880661
00077E9A1B	-0.505450333
00077E9A1C	-1.718451543
00077E9A1D	0.248068209
00077E9A1E	0.714665558
00077E9A1F	1.303364076
00077E9A2A	-0.223522014
00077E9A2B	-0.708972433
00077E9A2D	-1.424931842
00077E9A2E	0.610606081
00077E9A3B	-0.19910978
00077E9A3D	0.192881726
00077E9A3E	-0.33746376
00077E9A3F	1.496509691
00077E9A4B	-0.044349456
00077E9A4C	0.470208043
00077E9A4D	-0.240394099
00077E9A4E	0.882023447
00077E9A4F	-0.815185762
00077E9A5A	-0.997157392
00077E9A5B	1.293188286
00077E9A5C	0.697056674
00077E9A5D	1.060350553
00077E9A5E	-0.964536082
00077E9A6A	1.314322723
00077E9A6C	-0.397209644
00077E9A6D	-0.451400837
00077E9A7A	-2.3694769
00077E9A7B	-1.363296402
00077E9A7D	-1.587462815
00077E9A7E	1.66157191
00077E9A7F	-0.45496605
00077E9A8A	0.12206627
00077E9A8B	0.957228196
00077E9A8D	-1.501244309
00077E9A8F	-0.609212958
00077E9A9B	-0.918976033
00077E9A9C	0.848442385
00077E9A9D	0.099474327
00077E9A9E	1.142866413
00077E9A9F	-0.000775566
00077E9A11	-1.455331914
00077E9A12	-0.763948457
00077E9A13	1.502203526
00077E9A14	-0.230674652
00077E9A15	-1.13397048
00077E9A18	1.046230671
00077E9A19	0.380733025
00077E9A20	0.322678448
00077E9A21	0.775641503
00077E9A24	-0.524934518
00077E9A25	0.118060582
00077E9A26	-0.807231415
00077E9A27	-1.082767657
00077E9A28	1.891906787
00077E9A29	1.007109693
00077E9A30	0.400238252
00077E9A31	0.00846844
00077E9A32	-1.163983513
00077E9A33	0.969487568
00077E9A36	-0.274065022
00077E9A37	-0.372582151
00077E9A39	0.723475575
00077E9A40	-0.15692098
00077E9A41	-1.152831404
00077E9A43	-0.334880824
00077E9A44	1.043572878
00077E9A45	0.810421405
00077E9A46	0.140841637
00077E9A47	-2.451336745
00077E9A48	0.121162086
00077E9A51	0.59216292
00077E9A53	0.262097278
00077E9A57	0.753559349
00077E9A61	0.181912868
00077E9A63	1.609560408
00077E9A64	0.229093727
00077E9A66	-0.227513375
00077E9A67	-0.3299993
00077E9A68	-0.493150939
00077E9A69	-0.164719689
00077E9A70	1.236355282
00077E9A71	0.207018916
00077E9A72	0.510143602
00077E9A73	0.073200974
00077E9A74	0.07474489
00077E9A75	-1.165399069
00077E9A76	-1.027778453
00077E9A78	2.433201096
00077E9A79	-1.311160809
00077E9A80	0.354488297
00077E9A81	-0.820094632
00077E9A82	0.551830693
00077E9A84	1.777093694
00077E9A87	0.036459663
00077E9A88	-0.359411238
00077E9A89	-0.07011366
00077E9A90	-0.031803553
00077E9A92	-0.593870083
00077E9A93	0.164381669
00077E9A94	0.30570665
00077E9A95	0.279991496
00077E9A96	1.214311717
00077E9A97	-0.08710295
00077E9A98	1.59475369
00077E9A99	1.706915078
00077E9AA0	-1.576698721
00077E9AA1	1.258444745
00077E9AA2	0.205623131
00077E9AA3	-0.369283448
00077E9AA5	0.139796677
00077E9AA7	-0.6407911
00077E9AA9	-1.85730472
00077E9AAA	0.249984921
00077E9AAC	-1.110675804
00077E9AAD	-0.095636187
00077E9AAF	0.424260392
00077E9AB0	1.620910405
00077E9AB1	-0.294432391
00077E9AB3	-0.056228591
00077E9AB4	0.783988799
00077E9AB5	-1.188771228
00077E9AB6	0.185044537
00077E9AB7	1.58378535
00077E9AB8	1.550559138
00077E9ABB	1.852559107
00077E9ABC	1.626664587
00077E9ABD	-0.005388969
00077E9ABE	0.321880802
00077E9ABF	-0.093981614
00077E9AC0	-0.902190942
00077E9AC2	0.02540775
00077E9AC3	0.689167571
00077E9AC4	0.359411238
00077E9AC5	-1.085169625
00077E9AC6	0.279041118
00077E9AC7	1.074057236
00077E9AC8	-1.730507715
00077E9AC9	0.253186935
00077E9ACA	-1.815886692
00077E9ACB	0.942722042
00077E9ACC	0.147175881
00077E9ACD	-1.040819811
00077E9ACE	-0.067027015
00077E9ACF	0.67985127
00077E9AD0	-1.205819804
00077E9AD1	-0.54018952
00077E9AD2	0.45496605
00077E9AD3	-0.52953071
00077E9AD4	-1.012576737
00077E9AD5	0.105919454
00077E9AD7	1.09925142
00077E9AD9	0.099062766
00077E9ADA	0.288588836
00077E9ADC	-0.153804193
00077E9ADD	-1.09925142
00077E9ADF	-0.888296674
00077E9AE0	0.961990409
00077E9AE1	0.552702954
00077E9AE2	1.677521268
00077E9AE3	-0.800849682
00077E9AE4	-0.67985127
00077E9AE6	1.092598721
00077E9AE7	-0.932910198
00077E9AE8	-0.805713327
00077E9AE9	0.579815102
00077E9AEA	0.330902913
00077E9AEB	-0.251280757
00077E9AEC	-0.110311721
00077E9AED	0.025596462
00077E9AEF	-1.425252732
00077E9AF0	-0.712966743
00077E9AF1	0.093981614
00077E9AF2	0.064842604
00077E9AF3	0.944962115
00077E9AF5	-0.605008623
00077E9AF6	0.315501447
00077E9AF8	-0.900346057
00077E9AFC	-0.013184999
00077E9AFD	0.051178011
00077E9AFE	0.588103856
00077E9AFF	-0.224354371
00077E9B00	-0.431010967
00077E9B01	1.123897502
00077E9B02	1.758931707
00077E9B04	0.754848089
00077E9B05	0.154955454
00077E9B07	-0.145542987
00077E9B09	1.703709491
00077E9B0B	-0.251586694
00077E9B0D	0.663817802
00077E9B0E	-0.410673609
00077E9B0F	0.512512922
00077E9B1B	0.583462032
00077E9B1D	0.230520836
00077E9B1E	0.329264935
00077E9B1F	-1.635039267
00077E9B2A	-0.712679304
00077E9B2B	0.045436719
00077E9B2C	-0.389137483
00077E9B2D	-0.541344517
00077E9B2E	0.651365731
00077E9B2F	0.033355508
00077E9B3A	-0.608738144
00077E9B3E	-0.002309549
00077E9B4A	-0.797563633
00077E9B4B	-0.675463729
00077E9B4C	-0.107214056
00077E9B4D	-1.416483791
00077E9B4E	-0.205446124
00077E9B4F	0.466557742
00077E9B5B	-0.065970904
00077E9B5D	0.531302973
00077E9B5F	1.348435266
00077E9B6A	-0.35284923
00077E9B6B	-1.025170902
00077E9B6C	0.493150939
00077E9B6D	0.556294088
00077E9B6E	1.254178239
00077E9B6F	0.391756559
00077E9B7A	-0.362199477
00077E9B7B	0.698853268
00077E9B7C	0.15692098
00077E9B7D	-0.638887624
00077E9B7E	-0.441168647
00077E9B8A	-1.207852611
00077E9B8B	-0.840958316
00077E9B8C	-0.393854968
00077E9B8E	0.321088184
00077E9B8F	0.156525511
00077E9B9A	-1.128089369
00077E9B9B	0.801004136
00077E9B9C	1.650237602
00077E9B9D	0.277287436
00077E9B9E	1.600310571
00077E9B9F	0.086194401
00077E9B10	0.623742009
00077E9B11	1.474041949
00077E9B12	-1.248312982
00077E9B14	-0.210164092
00077E9B15	0.601814988
00077E9B16	-1.159347674
00077E9B17	0.432699057
00077E9B21	0.081524612
00077E9B24	-0.02869987
00077E9B26	-0.629148714
00077E9B27	-0.44286635
00077E9920	0.213315248
00077E9B29	-0.266021342
00077E9B30	-1.506012822
00077E9B31	-0.32674932
00077E9B32	0.290506771
00077E9B33	-0.265608757
00077E9B34	0.508978454
00077E9B35	0.697141435
00077E9B36	0.160318316
00077E9B37	-1.911839326
00077E9B38	-0.723002712
00077E9B40	0.786084163
00077E9B41	-0.597574681
00077E9B42	0.843169483
00077E9B46	0.505450333
00077E9B47	0.836548268
00077E9B48	-0.063941008
00077E9B49	-0.248384877
00077E9B50	-0.184856509
00077E9B51	1.527927207
00077E9B52	0.126520746
00077E9B54	0.473972101
00077E9B55	0.852864151
00077E9B56	-0.382148141
00077E9B57	0.13457799
00077E9B60	-0.428857115
00077E9B62	0.436083135
00077E9B64	-1.622193585
00077E9B66	0.954796555
00077E9B68	-1.041489304
00077E9B69	2.852939763
00077E9B70	1.095107855
00077E9B72	1.889781949
00077E9B73	0.916629903
00077E9B75	0.227513375
00077E9B76	-0.714968168
00077E9B77	-0.633191017
00077E9B80	-1.052221321
00077E9B81	0.857302656
00077E9B82	0.73872548
00077E9B86	-1.325441523
00077E9B87	-1.585181203
00077E9B88	-0.556294088
00077E9B89	-0.937714619
00077E9B90	-1.332946062
00077E9B94	-0.102490508
00077E9B95	-2.372104765
00077E9B96	-1.217560351
00077E9B97	0.197494488
00077E9B99	-0.167894005
00077E9BA0	-0.515411703
00077E9BA1	0.196019894
00077E9BA4	0.077833261
00077E9BA5	1.447003156
00077E9BA6	0.006980148
00077E9BA7	0.619977991
00077E9BA9	0.160039292
00077E9BAA	-1.058569423
00077E9BAB	-0.020787419
00077E9BAC	-0.216534124
00077E9BAE	1.217560351
00077E9BB0	-0.791638608
00077E9BB1	-0.85876479
00077E9BB3	1.040922436
00077E9BB5	0.079968416
00077E9BB6	-0.504933645
00077E9BB7	0.462758592
00077E9BB8	-1.271392333
00077E9BB9	-0.512512922
00077E9BBA	-0.219688372
00077E9BBB	-0.484010555
00077E9BBC	-1.815739646
00077E9BBD	-0.041116563
00077E9BBE	1.991637087
00077E9BBF	0.752959583
00077E9BC1	0.384402332
00077E9BC4	-2.321307194
00077E9BC7	-1.497427034
00077E9BC8	0.82123943
00077E9BCA	0.465055249
00077E9BCB	0.161238016
00077E9BCC	-1.153338439
00077E9BCE	0.468489064
00077E9BCF	-0.172247986
00077E9BD0	-1.251137397
00077E9BD1	0.044221652
00077E9BD2	0.544068178
00077E9BD3	1.938198498
00077E9BD4	0.114960213
00077E9BD6	0.909203771
00077E9BD7	-1.632473139
00077E9BD8	0.362698036
00077E9BD9	-1.957062369
00077E9BDA	1.12970747
00077E9BDB	0.095539725
00077E9BDD	-1.442598297
00077E9BDE	0.500169907
00077E9BDF	-0.508390718
00077E9BE0	-0.118060582
00077E9BE1	0.234024464
00077E9BE4	0.323502788
00077E9BE5	1.845428383
00077E9BE7	-1.527927207
00077E9BE9	0.389137483
00077E9BEA	0.453246452
00077E9BEC	-1.871597018
00077E9BED	0.650071158
00077E9BF0	-1.054248759
00077E9BF1	1.972734681
00077E9BF2	-0.068260545
00077E9BF4	0.548026846
00077E9BF7	1.296749346
00077E9BF9	-1.148847638
00077E9BFB	-0.133580071
00077E9BFD	-0.069080249
00077E9BFF	-0.88429752
00077E9C00	-1.412297413
00077E9C02	-1.078720082
00077E9C03	1.788852248
00077E9C04	1.139674898
00077E9C05	-1.070491719
00077E9C06	0.487475535
00077E9C07	-0.507213604
00077E9C08	2.22845273
00077E9C09	1.329184436
00077E9C0A	1.159485108
00077E9C0B	-0.413948854
00077E9C0C	1.469460527
00077E9C0D	0.056228591
00077E9C0E	1.492684464
00077E9C1B	0.332541779
00077E9C1C	0.757054521
00077E9C1E	-0.181745683
00077E9C1F	-0.388076822
00077E9C2A	-1.046840241
00077E9C2B	0.209556792
00077E9C2F	0.999468962
00077E9C3B	-0.219620048
00077E9C3D	-0.704989402
00077E9C4A	-1.275624039
00077E9C4C	0.106453216
00077E9C4D	-0.708715203
00077E9C4F	-0.378813
00077E9C5A	0.216466573
00077E9C5B	0.742776992
00077E9C5D	0.333475328
00077E9C5E	0.855081298
00077E9C6B	0.311304289
00077E9C7A	-0.284798494
00077E9C7E	-0.701017524
00077E9C8B	1.696835724
00077E9C8C	-0.470208043
00077E9C8E	0.08246722
00077E9C9B	0.559892411
00077E9C9F	2.189349756
00077E9C10	0.962069186
00077E9C11	1.348184621
00077E9C12	-0.289612083
00077E9C13	0.089308633
00077E9C15	0.956587481
00077E9C16	0.274065022
00077E9C18	-0.425945691
00077E9C19	-0.616222736
00077E9C20	0.879753926
00077E9C21	-0.318639364
00077E9C23	-0.22277571
00077E9C25	-0.232418642
00077E9C26	0.940543641
00077E9C27	-0.944962115
00077E9C28	-1.115253012
00077E9C29	0.246785468
00077E9C30	0.790285284
00077E9C31	0.32674932
00077E9C32	-0.4914
00077E9C33	0.283195436
00077E9C36	0.959608131
00077E9C37	1.183814537
00077E9C38	-1.004837201
00077E9C40	0.431008876
00077E9C41	-1.202640471
00077E9C43	0.041116563
00077E9C44	-1.009990169
00077E9C45	0.011547991
00077E9C46	0.415741719
00077E9C49	-1.292559755
00077E9C50	0.213044162
00077E9C52	-0.573637882
00077E9C53	0.343034532
00077E9C54	-0.504889622
00077E9C56	-1.52166094
00077E9C57	-0.194332114
00077E9C58	0.667016014
00077E9C59	-0.727913291
00077E9C60	0.592020839
00077E9C63	-0.470503899
00077E9C66	-0.465055249
00077E9C67	-0.109349647
00077E9C68	1.054248759
00077E9C69	1.635039267
00077E9C70	1.172948829
00077E9C74	-0.31540127
00077E9C75	0.684154594
00077E9C80	0.859528252
00077E9C82	-0.989437817
00077E9C88	-0.685239076
00077E9C89	1.014809677
00077E9C93	-0.341401983
00077E9C95	0.791638608
00077E9C98	-0.916261601
00077E9CA3	1.465233793
00077E9CA4	0.533856827
00077E9CA7	-1.482503443
00077E9D84	0.515411703
00077E9CBA	-1.147370565
00077E9CBE	-0.157526491
00077E9CC2	-1.038279287
00077E9CC9	-0.984359925
00077E9CD7	0.928127215
00077E9CD8	0.369755566
00077E9CDA	-1.451436271
00077E9CE3	-2.080613606
00077E9CEC	1.573313441
00077E9CEE	-1.144401896
00077E9CF4	0.654289716
00077E9CF8	1.038824986
00077E9CFB	-1.06504617
00077E9CFC	-0.20230206
00077E9D04	1.363882903
00077E9D05	-0.53662982
00077E9D06	0.627514885
00077E9D07	-1.096417659
00077E9D0C	-0.20073078
00077E9D1B	0.075098861
00077E9D1D	-1.109536014
00077E9D1F	0.306423552
00077E9D3A	1.912732448
00077E9D3C	0.219688372
00077E9D3D	-0.461857981
00077E9D5C	0.000775566
00077E9D5F	1.408135641
00077E9D6B	2.12264294
00077E9D6D	-0.329872109
00077E9D6E	-0.73065859
00077E9D8D	0.611067656
00077E9D9E	-1.034975673
00077E9D14	-1.082378994
00077E9D21	0.999710777
00077E9D29	-0.87684781
00077E9D34	-0.5816376
00077E9D35	0.497200571
00077E9D38	0.136841016
00077E9D39	-0.10411742
00077E9D47	0.051602774
00077E9D48	-0.397455031
00077E9D54	-0.319455424
00077E9D65	1.227384211
00077E9D68	0.51074489
00077E9D70	-0.037731551
00077E9D71	1.059632023
00077E9D72	0.308340661
00077E9D73	-0.827776599
00077E9D79	2.604019211
00077E9D81	-0.590779303
00077E9D85	-0.304766211
00077E9D87	-0.042669056
00077E9D91	-2.852939763
00077E9D94	-0.86777083
00077E9D97	1.036168022
00077E9D99	1.207574729
00077E9DA1	0.312932845
00077E9DA4	-0.577994529
00077E9DAA	1.071299792
00077E9DAC	-2.650194078
00077E9DB8	-0.620856754
00077E9DBB	1.560887197
00077E9DC2	0.259598793
00077E9DC3	-0.324356278
00077E9DCC	1.004556266
00077E9DCF	0.772235013
00077E9DD0	-0.047763455
00077E9DD3	0.989437817
00077E9DD4	-0.726642938
00077E9DDF	-1.033014631
00077E9DE8	-1.465233793
00077E9DED	0.89803926
00077E9DF1	-0.883703231
00077E9DFC	1.551974535
00077E9DFD	-2.153333001
00077E9E02	-0.541971938
00077E9E04	-0.650071158
00077E9E06	0.017838957
00077E9E07	-1.264461708
00077E9E08	1.623047702
00077E9E09	1.237327974
00077E9E0C	-0.855081298
00077E9E1C	0.173822514
00077E9E1E	0.81473717
00077E9E2F	-0.399132036
00077E9E4F	-1.125163394
00077E9E6A	0.068260545
00077E9E6D	0.528498388
00077E9E6E	0.53485252
00077E9E6F	0.612476151
00077E9E7C	-0.75500547
00077E9E7D	1.931349843
00077E9E8D	0.365988758
00077E9E8F	-0.610606081
00077E9E9D	0.3299993
00077E9E9F	0.235420903
00077E9E15	-0.246516342
00077E9E27	0.493345184
00077E9E37	0.940124963
00077E9E40	-0.084012261
00077E9E43	-0.753559349
00077E9E50	0.861758114
00077E9E57	-0.624997363
00077E9E59	0.232256153
00077E9E67	0.325125626
00077E9E72	2.372104765
00077E9E74	1.951624511
00077E9E77	-0.366106357
00077E9E78	0.564518975
00077E9E91	-1.408135641
00077E9E95	1.081479152
00077E9E96	2.395786076
00077E9E97	0.761826828
00077E9EA0	-0.325991623
00077E9EA2	-0.331625595
00077E9EA7	1.831987272
00077E9EAB	-0.12362915
00077E9EB2	0.417667173
00077E9EB4	2.558257973
00077E9EB8	0.743296847
00077E9EB9	-0.243343179
00077E9EBB	0.794500399
00077E9EC2	-1.107806148
00077E9EC5	-1.492684464
00077E9EC7	-0.013087806
00077E9EC9	-0.360543685
00077E9ECA	1.566114273
00077E9ECD	2.423866123
00077E9ED2	-0.053144585
00077E9ED3	-0.35227943
00077E9ED8	-0.030251675
00077E9EE2	-0.501394704
00077E9EE5	-0.596231765
00077E9EF3	1.510815828
00077E9EF6	-1.089806192
00077E9EF9	-0.637259581
00077E9EFB	-1.199473249
00077E9EFE	-1.314806511
00077E9F03	-0.605509831
00077E9F05	1.159347674
00077E9F0C	0.614783377
00077E9F1D	-1.103855051
00077E9F3A	-0.508811506
00077E9F3C	0.893800631
00077E9F4B	0.503688632
00077E9F4C	1.020377406
00077E9F7D	0.923683538
00077E9F7F	-0.750321288
00077E9F8B	-1.908614181
00077E9F9F	0.629404675
00077E9F15	-0.765282749
00077E9F16	0.635087595
00077E9F19	-0.501063362
00077E9F20	0.498412867
00077E9F21	1.662376307
00077E9F25	-0.914288807
00077E9F31	-0.422515876
00077E9F33	-0.736832051
00077E9F35	-0.911952711
00077E9F57	-0.010008204
00077E9F59	-1.240669887
00077E9F65	-0.501928493
00077E9F89	-0.034650136
00077E9F91	-1.048895875
00077E9F92	-0.084637601
00077E9F93	-0.034907544
00077E9F94	-1.540393875
00077E9F99	-1.022991465
00077E9FA1	0.270396754
00077E9FA3	-0.056646575
00077E9FA8	-2.277988333
00077E9FAB	0.058200266
00077E9FB4	-0.254788913
00077E9FBB	0.892908937
00077E9FBE	0.124264757
00077E9FC0	0.47365018
00077E9FC1	2.318525254
00077E9FC4	-0.387158848
00077E9FC7	-0.480551376
00077E9FCA	1.193174644
00077E9FCE	-0.568920166
00077E9FD3	0.162809641
00077E9FD6	1.128089369
00077E9FDA	0.839193839
00077E9FE1	-0.930783431
00077E9FE4	1.823803278
00077E9FE6	-0.659955825
00077E9FE9	-1.071299792
00077E9FEA	0.665816721
00077E9FF2	-0.165954104
00077E9FF3	-2.005609204
00077E9FF4	-0.332541779
00077E9FF6	-1.53160956
00077E61DC	0.481822601
00077E61E1	-1.250779732
00077E61EC	0.599430057
00077E61F3	1.002009372
00077E61F5	-0.679366074
00077E61F6	-0.24358854
00077E61FF	0.357235059
00077E62C2	-0.557257534
00077E62CD	-0.677413612
00077E62D2	-2.855290034
00077E62EE	-0.00682081
00077E63D9	-0.819068163
00077E64B3	1.367684381
00077E64BA	0.522458188
00077E64C1	0.501063362
00077E64FF	0.338139606
00077E65C4	-0.768522429
00077E65C9	0.648428378
00077E65EC	-0.550025359
00077E65FF	-2.421178069
00077E66BC	-0.014627652
00077E66C1	-0.432713705
00077E66C2	-0.0768566
00077E66CC	-0.521377302
00077E66DF	-0.754848089
00077E66E0	-0.432628942
00077E66E7	0.158095955
00077E66EB	1.068550469
00077E66F2	-2.706350469
00077E66F5	0.303173785
00077E67B0	-0.503688632
00077E67B5	-0.045307061
00077E67C1	0.213336692
00077E67C7	-0.660062442
00077E67CC	-0.496163771
00077E67D1	1.908614181
00077E67D4	0.470503899
00077E67E5	-1.156337837
00077E67EC	-1.116442726
00077E67F8	-1.275833966
00077E68A3	0.185213954
00077E68AC	-0.999710777
00077E68AE	-0.011547991
00077E68B2	0.091452936
00077E68B4	0.957152875
00077E68B5	0.129959285
00077E68C6	-1.769674821
00077E68CA	1.115253012
00077E68ED	0.224457941
00077E75A3	-0.088648604
00077E75B2	-0.147110814
00077E75BA	0.295063274
00077E75BC	-1.379638362
00077E75C6	0.904016986
00077E75C8	0.006928696
00077E75CB	0.947389
00077E75CD	0.278390605
00077E75D6	1.730507715
00077E75D7	1.634738107
00077E75D9	-1.627301941
00077E75DE	-1.129027446
00077E75E2	-0.775641503
00077E75E3	-0.773915027
00077E75F2	0.251586694
00077E76A4	-1.538955478
00077E76AD	0.180124976
00077E76B0	-0.365514047
00077E76B2	-2.483904933
00077E76BC	-1.1866286
00077E76C6	-1.650045407
00077E76DA	0.74616339
00077E76DE	-0.221277668
00077E76E3	-0.692799519
00077E76E7	-0.567110925
00077E76E8	0.816700639
00077E76E9	0.157526491
00077E76EB	-1.644279492
00077E76EC	-0.683278791
00077E76EE	0.299259551
00077E76F2	-0.838751253
00077E76F5	0.075061378
00077E76F7	-1.35705721
00077E76FE	-0.377814071
00077E77A4	0.518931725
00077E77A7	-1.717430878
00077E77A9	0.59444981
00077E77AB	-0.878376678
00077E77AC	-0.757686615
00077E77AD	0.588947033
00077E77AF	0.033109554
00077E77B4	-2.041967138
00077E77B7	-1.002009372
